상담ID,고객ID,상담일시,상담유형,상담시간(분),상담원ID,상담평가,재상담필요
CALL000357,CUST001315,2024-12-06 08:00:00,홍보,4,CS10,5,False
CALL000358,CUST002460,2024-03-22 14:00:00,홍보,2,CS27,3,False
CALL000359,CUST004051,2024-11-15 14:00:00,홍보,15,CS45,5,False
CALL000360,CUST003128,2024-03-08 12:00:00,홍보,29,CS21,5,True
CALL000361,CUST002189,2023-04-05 09:00:00,요금조회,17,CS50,4,False
CALL000362,CUST000125,2023-01-14 18:00:00,불만,17,CS14,5,False
CALL000363,CUST002352,2024-02-07 13:00:00,불만,15,CS50,4,True
CALL000364,CUST000274,2023-11-03 09:00:00,요금조회,19,CS15,4,False
CALL000365,CUST000015,2024-12-26 09:00:00,불만,25,CS30,5,False
CALL000366,CUST002799,2024-12-21 11:00:00,홍보,18,CS06,4,True
CALL000367,CUST000037,2023-10-16 08:00:00,불만,23,CS30,5,False
CALL000368,CUST002891,2024-04-02 16:00:00,요금조회,7,CS48,5,False
CALL000369,CUST004508,2023-11-28 09:00:00,불만,2,CS01,4,False
CALL000370,CUST004449,2024-02-13 17:00:00,불만,1,CS35,3,True
CALL000371,CUST000883,2024-08-28 12:00:00,기술지원,8,CS28,5,False
CALL000372,CUST004518,2024-09-25 15:00:00,불만,1,CS20,5,False
CALL000373,CUST003493,2023-02-12 16:00:00,신청,16,CS40,5,True
CALL000374,CUST000027,2024-09-21 08:00:00,신청,2,CS17,4,True
CALL000375,CUST002113,2024-01-12 16:00:00,불만,29,CS11,4,False
CALL000376,CUST004351,2023-07-19 14:00:00,요금조회,22,CS26,4,False
CALL000377,CUST002963,2024-03-05 16:00:00,홍보,22,CS38,5,True
CALL000378,CUST000362,2023-07-27 12:00:00,홍보,28,CS19,5,False
CALL000379,CUST001208,2024-07-21 10:00:00,요금조회,25,CS11,4,False
CALL000380,CUST001225,2024-01-22 16:00:00,불만,17,CS02,5,False
CALL000381,CUST001822,2024-08-04 17:00:00,신청,16,CS14,4,False
CALL000382,CUST002607,2024-09-28 14:00:00,불만,23,CS46,1,False
CALL000383,CUST004277,2023-06-13 14:00:00,불만,23,CS45,4,False
CALL000384,CUST001069,2024-09-13 15:00:00,요금조회,11,CS38,5,False
CALL000385,CUST003488,2023-01-16 16:00:00,불만,11,CS35,4,False
CALL000386,CUST003127,2023-08-28 16:00:00,요금조회,1,CS44,5,False
CALL000387,CUST002612,2024-03-19 16:00:00,신청,18,CS43,3,False
CALL000388,CUST003502,2024-07-22 16:00:00,불만,21,CS16,4,False
CALL000389,CUST001569,2024-10-12 17:00:00,기술지원,12,CS06,5,True
CALL000390,CUST001525,2023-05-02 15:00:00,신청,17,CS44,4,False
CALL000391,CUST000857,2024-06-25 18:00:00,홍보,15,CS50,5,False
CALL000392,CUST001825,2024-11-07 18:00:00,요금조회,20,CS16,4,True
CALL000393,CUST004559,2024-05-11 17:00:00,기술지원,2,CS21,1,False
CALL000394,CUST003701,2023-03-16 13:00:00,신청,22,CS20,4,False
CALL000395,CUST001129,2023-02-01 13:00:00,기술지원,27,CS44,4,False
CALL000396,CUST001342,2024-08-28 14:00:00,신청,19,CS41,4,False
CALL000397,CUST002058,2023-07-04 13:00:00,요금조회,3,CS39,5,False
CALL000398,CUST004248,2024-04-09 09:00:00,불만,8,CS45,4,True
CALL000399,CUST001691,2024-08-06 15:00:00,신청,8,CS02,4,False
CALL000400,CUST004548,2024-01-22 08:00:00,요금조회,5,CS08,4,False
CALL000401,CUST003665,2024-12-10 17:00:00,홍보,6,CS19,3,False
CALL000402,CUST000715,2023-08-31 10:00:00,신청,15,CS23,1,True
CALL000403,CUST004911,2023-01-23 09:00:00,신청,16,CS50,2,False
CALL000404,CUST004493,2023-05-16 14:00:00,불만,23,CS37,3,False
CALL000405,CUST004314,2024-12-19 13:00:00,홍보,18,CS40,4,False
CALL000406,CUST004884,2024-04-10 18:00:00,요금조회,27,CS27,3,True
CALL000407,CUST003249,2024-06-18 17:00:00,요금조회,17,CS29,4,False
CALL000408,CUST002461,2024-07-26 10:00:00,기술지원,12,CS02,3,True
CALL000409,CUST001673,2024-01-25 08:00:00,기술지원,12,CS25,4,True
CALL000410,CUST004819,2023-11-06 09:00:00,기술지원,13,CS39,5,False
CALL000411,CUST004076,2024-07-20 08:00:00,불만,1,CS12,4,False
CALL000412,CUST004947,2024-08-08 13:00:00,요금조회,2,CS05,4,False
CALL000413,CUST004591,2023-05-23 09:00:00,불만,9,CS40,4,True
CALL000414,CUST003806,2024-04-17 13:00:00,홍보,26,CS22,5,False
CALL000415,CUST003915,2023-12-10 16:00:00,불만,28,CS35,5,False
CALL000416,CUST000277,2023-11-18 09:00:00,불만,29,CS29,5,False
CALL000417,CUST000924,2024-04-16 15:00:00,신청,22,CS13,4,False
CALL000418,CUST004981,2024-04-12 12:00:00,기술지원,5,CS01,4,False
CALL000419,CUST002179,2024-12-24 09:00:00,불만,26,CS24,3,False
CALL000420,CUST003251,2024-11-18 10:00:00,신청,27,CS17,5,True
CALL000421,CUST003964,2024-05-14 12:00:00,신청,2,CS39,4,True
CALL000422,CUST000436,2024-01-30 17:00:00,요금조회,2,CS34,4,False
CALL000423,CUST004002,2023-07-09 09:00:00,홍보,24,CS11,5,False
CALL000424,CUST000025,2023-04-09 16:00:00,기술지원,10,CS18,5,False
CALL000425,CUST000020,2024-11-20 18:00:00,홍보,6,CS15,5,False
CALL000426,CUST002569,2024-07-18 10:00:00,기술지원,11,CS36,4,True
CALL000427,CUST004201,2023-10-15 09:00:00,기술지원,16,CS33,4,False
CALL000428,CUST002178,2024-09-15 17:00:00,홍보,23,CS48,4,False
CALL000429,CUST004146,2024-02-17 10:00:00,신청,21,CS50,4,False
CALL000430,CUST002914,2024-03-22 12:00:00,신청,21,CS18,5,True
CALL000431,CUST003765,2023-07-01 10:00:00,요금조회,3,CS43,4,False
CALL000432,CUST000574,2023-05-25 17:00:00,불만,24,CS16,4,True
CALL000433,CUST003522,2024-05-03 13:00:00,신청,21,CS04,4,False
CALL000434,CUST004871,2024-06-08 17:00:00,불만,25,CS45,3,False
CALL000435,CUST001749,2023-03-18 15:00:00,홍보,22,CS10,5,False
CALL000436,CUST002743,2023-02-24 12:00:00,요금조회,18,CS45,5,False
CALL000437,CUST003542,2024-01-11 12:00:00,요금조회,25,CS44,4,False
CALL000438,CUST002225,2023-05-16 09:00:00,기술지원,5,CS48,4,False
CALL000439,CUST000509,2024-07-20 13:00:00,홍보,19,CS05,3,False
CALL000440,CUST000610,2024-11-28 12:00:00,불만,25,CS30,5,False
CALL000441,CUST000060,2024-01-17 15:00:00,신청,12,CS47,3,False
CALL000442,CUST002569,2023-02-16 13:00:00,기술지원,1,CS35,2,True
CALL000443,CUST001908,2024-03-21 16:00:00,불만,29,CS08,5,False
CALL000444,CUST004064,2023-05-10 08:00:00,신청,12,CS27,5,False
CALL000445,CUST001169,2024-08-14 10:00:00,요금조회,7,CS31,4,False
CALL000446,CUST000341,2023-05-10 13:00:00,기술지원,7,CS33,4,False
CALL000447,CUST000062,2024-05-23 08:00:00,신청,18,CS01,4,False
CALL000448,CUST003517,2024-12-28 17:00:00,불만,18,CS25,5,False
CALL000449,CUST003638,2023-01-19 08:00:00,불만,3,CS41,5,False
CALL000450,CUST002482,2023-03-06 18:00:00,신청,6,CS25,5,False
CALL000451,CUST002004,2024-02-13 11:00:00,신청,25,CS42,5,False
CALL000452,CUST004256,2024-12-22 13:00:00,불만,8,CS18,4,False
CALL000453,CUST000988,2024-02-24 12:00:00,요금조회,10,CS43,5,True
CALL000454,CUST001938,2023-02-24 15:00:00,홍보,21,CS15,3,True
CALL000455,CUST001535,2023-06-25 11:00:00,기술지원,1,CS44,2,False
CALL000456,CUST001301,2023-05-20 12:00:00,기술지원,15,CS08,3,True
CALL000457,CUST000446,2024-04-26 10:00:00,기술지원,4,CS22,4,False
CALL000458,CUST004833,2024-05-30 10:00:00,요금조회,3,CS42,3,False
CALL000459,CUST003531,2024-07-27 17:00:00,신청,18,CS34,5,False
CALL000460,CUST001716,2023-12-02 12:00:00,신청,25,CS38,1,False
CALL000461,CUST002968,2023-01-06 08:00:00,신청,4,CS49,4,False
CALL000462,CUST004761,2023-04-02 15:00:00,홍보,5,CS49,5,False
CALL000463,CUST001504,2024-06-16 18:00:00,요금조회,6,CS04,4,False
CALL000464,CUST000894,2024-06-13 10:00:00,요금조회,5,CS07,5,False
CALL000465,CUST001086,2023-06-14 12:00:00,요금조회,5,CS25,5,False
CALL000466,CUST001735,2024-04-08 11:00:00,홍보,27,CS42,5,False
CALL000467,CUST003184,2023-04-03 10:00:00,신청,29,CS17,4,False
CALL000468,CUST004788,2024-03-05 09:00:00,신청,14,CS50,3,False
CALL000469,CUST002926,2024-02-03 16:00:00,요금조회,26,CS38,4,False
CALL000470,CUST001943,2024-01-18 08:00:00,신청,4,CS47,4,False
CALL000471,CUST002758,2024-05-08 09:00:00,불만,2,CS43,4,False
CALL000472,CUST001718,2023-03-02 13:00:00,불만,23,CS10,5,False
CALL000473,CUST003235,2024-07-29 18:00:00,기술지원,9,CS42,4,False
CALL000474,CUST003660,2024-12-15 08:00:00,기술지원,24,CS33,5,False
CALL000475,CUST000979,2023-04-04 09:00:00,요금조회,15,CS06,5,False
CALL000476,CUST002211,2024-08-11 13:00:00,홍보,2,CS22,4,False
CALL000477,CUST002190,2023-01-02 17:00:00,요금조회,26,CS01,4,False
CALL000478,CUST000514,2023-07-02 15:00:00,신청,5,CS13,5,False
CALL000479,CUST003624,2023-04-22 18:00:00,기술지원,4,CS29,3,False
CALL000480,CUST000717,2023-03-30 13:00:00,기술지원,6,CS50,1,True
CALL000481,CUST001296,2023-07-10 14:00:00,요금조회,12,CS03,3,False
CALL000482,CUST001612,2023-03-24 08:00:00,요금조회,28,CS08,4,False
CALL000483,CUST000032,2024-01-07 11:00:00,신청,3,CS31,5,True
CALL000484,CUST000827,2024-03-27 08:00:00,기술지원,3,CS04,5,False
CALL000485,CUST000296,2024-08-06 10:00:00,신청,17,CS39,4,False
CALL000486,CUST004440,2023-07-24 08:00:00,기술지원,12,CS10,5,False
CALL000487,CUST004477,2023-02-03 15:00:00,기술지원,26,CS27,5,False
CALL000488,CUST003577,2023-03-14 14:00:00,불만,15,CS41,1,False
CALL000489,CUST000619,2024-08-30 13:00:00,홍보,19,CS20,4,False
CALL000490,CUST000917,2024-11-27 08:00:00,기술지원,12,CS03,5,False
CALL000491,CUST003161,2023-01-05 15:00:00,신청,18,CS29,4,False
CALL000492,CUST001394,2023-09-20 18:00:00,홍보,26,CS04,2,False
CALL000493,CUST002617,2023-03-30 16:00:00,홍보,19,CS14,5,True
CALL000494,CUST001163,2024-08-10 12:00:00,홍보,12,CS02,2,False
CALL000495,CUST001627,2024-07-29 13:00:00,홍보,17,CS33,5,False
CALL000496,CUST003428,2024-12-16 12:00:00,홍보,14,CS41,5,False
CALL000497,CUST000449,2023-08-21 18:00:00,기술지원,3,CS35,4,False
CALL000498,CUST001873,2023-05-25 17:00:00,홍보,17,CS03,5,False
CALL000499,CUST001804,2024-06-18 15:00:00,요금조회,4,CS34,4,False
CALL000500,CUST003597,2024-02-28 17:00:00,불만,24,CS41,4,False
CALL000501,CUST001502,2024-07-22 17:00:00,요금조회,26,CS05,5,False
CALL000502,CUST002273,2023-08-07 14:00:00,기술지원,1,CS30,1,True
CALL000503,CUST003983,2023-12-19 10:00:00,요금조회,7,CS11,4,True
CALL000504,CUST004035,2024-09-01 12:00:00,신청,21,CS26,3,False
CALL000505,CUST001709,2023-10-13 15:00:00,요금조회,25,CS10,3,False
CALL000506,CUST003231,2023-04-29 14:00:00,요금조회,16,CS34,5,False
CALL000507,CUST001997,2023-04-01 17:00:00,홍보,7,CS11,4,False
CALL000508,CUST001637,2024-06-11 10:00:00,불만,26,CS39,5,False
CALL000509,CUST002555,2024-04-30 11:00:00,요금조회,5,CS27,2,True
CALL000510,CUST003008,2023-11-15 16:00:00,불만,23,CS36,5,False
CALL000511,CUST003381,2023-03-26 11:00:00,요금조회,15,CS12,4,False
CALL000512,CUST002588,2023-03-14 08:00:00,기술지원,13,CS42,4,False
CALL000513,CUST002681,2023-09-22 13:00:00,불만,8,CS50,3,False
CALL000514,CUST002964,2023-02-16 10:00:00,불만,25,CS19,3,False
CALL000515,CUST001333,2023-12-27 16:00:00,기술지원,18,CS20,4,False
CALL000516,CUST000594,2024-11-10 17:00:00,불만,4,CS34,3,True
CALL000517,CUST001492,2024-02-17 11:00:00,홍보,15,CS21,4,False
CALL000518,CUST001264,2024-12-02 10:00:00,기술지원,4,CS49,4,False
CALL000519,CUST002859,2023-03-12 15:00:00,불만,26,CS02,5,False
CALL000520,CUST001016,2023-10-31 11:00:00,요금조회,24,CS43,5,True
CALL000521,CUST004350,2024-01-04 15:00:00,요금조회,4,CS02,4,False
CALL000522,CUST001559,2023-09-20 16:00:00,기술지원,18,CS30,3,False
CALL000523,CUST002839,2023-09-05 13:00:00,홍보,20,CS10,5,False
CALL000524,CUST003138,2023-06-05 14:00:00,기술지원,13,CS34,4,False
CALL000525,CUST001261,2024-06-26 08:00:00,불만,24,CS33,4,False
CALL000526,CUST002164,2024-02-20 12:00:00,신청,17,CS43,5,False
CALL000527,CUST001548,2024-07-12 14:00:00,요금조회,5,CS38,4,False
CALL000528,CUST000597,2023-02-09 14:00:00,불만,17,CS22,5,False
CALL000529,CUST004596,2024-04-03 11:00:00,기술지원,23,CS37,3,False
CALL000530,CUST001294,2024-08-25 16:00:00,불만,22,CS12,5,False
CALL000531,CUST001477,2023-08-13 12:00:00,신청,12,CS42,3,False
CALL000532,CUST002128,2023-11-03 16:00:00,불만,1,CS42,5,False
CALL000533,CUST001648,2024-05-30 11:00:00,신청,5,CS30,4,False
CALL000534,CUST004625,2024-07-14 12:00:00,기술지원,12,CS41,4,False
CALL000535,CUST000400,2023-07-01 13:00:00,신청,12,CS18,4,False
CALL000536,CUST003153,2023-08-22 14:00:00,신청,4,CS06,3,False
CALL000537,CUST004721,2024-10-07 12:00:00,기술지원,2,CS05,4,False
CALL000538,CUST004656,2024-02-20 10:00:00,홍보,23,CS27,3,False
CALL000539,CUST002923,2024-07-07 08:00:00,불만,6,CS35,4,True
CALL000540,CUST002632,2023-12-05 13:00:00,신청,12,CS01,3,False
CALL000541,CUST003727,2023-02-24 15:00:00,요금조회,22,CS28,4,False
CALL000542,CUST000359,2024-03-30 12:00:00,요금조회,25,CS38,4,True
CALL000543,CUST002772,2024-12-22 08:00:00,홍보,28,CS44,5,True
CALL000544,CUST001727,2024-02-07 13:00:00,홍보,8,CS08,2,False
CALL000545,CUST000440,2024-04-04 17:00:00,요금조회,27,CS47,4,False
CALL000546,CUST002757,2023-12-10 13:00:00,요금조회,18,CS39,5,False
CALL000547,CUST003232,2023-03-23 13:00:00,요금조회,14,CS25,3,True
CALL000548,CUST004658,2024-02-11 10:00:00,불만,24,CS08,4,True
CALL000549,CUST003664,2023-07-30 17:00:00,신청,19,CS11,5,False
CALL000550,CUST003044,2023-07-07 08:00:00,요금조회,27,CS31,5,False
CALL000551,CUST000471,2024-08-31 08:00:00,신청,16,CS26,4,False
CALL000552,CUST004288,2024-07-07 13:00:00,홍보,9,CS26,4,False
CALL000553,CUST000939,2023-11-29 09:00:00,기술지원,10,CS09,3,False
CALL000554,CUST003143,2023-02-13 15:00:00,불만,15,CS01,4,False
CALL000555,CUST000916,2024-10-06 12:00:00,홍보,15,CS36,4,False
CALL000556,CUST003416,2023-01-29 18:00:00,요금조회,4,CS03,5,True
CALL000557,CUST004013,2024-09-06 09:00:00,홍보,9,CS34,5,False
CALL000558,CUST000548,2023-08-28 09:00:00,요금조회,15,CS09,4,False
CALL000559,CUST001750,2023-03-27 09:00:00,불만,19,CS02,3,False
CALL000560,CUST003779,2024-04-18 16:00:00,기술지원,25,CS16,4,False
CALL000561,CUST002695,2024-02-02 09:00:00,불만,15,CS40,5,True
CALL000562,CUST000547,2024-09-07 18:00:00,신청,9,CS08,1,False
CALL000563,CUST000627,2023-01-20 10:00:00,홍보,18,CS30,5,False
CALL000564,CUST001127,2023-12-03 12:00:00,홍보,9,CS04,5,False
CALL000565,CUST004879,2024-12-22 15:00:00,기술지원,10,CS41,4,True
CALL000566,CUST003396,2024-11-29 14:00:00,불만,12,CS49,2,False
CALL000567,CUST004360,2023-02-25 18:00:00,신청,20,CS12,4,False
CALL000568,CUST000473,2024-12-20 10:00:00,홍보,6,CS27,2,False
CALL000569,CUST001438,2023-06-22 18:00:00,신청,5,CS13,5,False
CALL000570,CUST000347,2023-01-25 14:00:00,요금조회,2,CS44,4,False
CALL000571,CUST000910,2024-09-27 13:00:00,홍보,25,CS17,5,False
CALL000572,CUST000960,2023-08-28 13:00:00,신청,13,CS18,4,False
CALL000573,CUST003089,2023-10-02 09:00:00,홍보,18,CS18,2,False
CALL000574,CUST000333,2024-11-29 10:00:00,불만,23,CS14,3,True
CALL000575,CUST001072,2023-01-01 09:00:00,기술지원,12,CS21,4,False
CALL000576,CUST002320,2024-11-13 10:00:00,신청,15,CS39,5,False
CALL000577,CUST001487,2023-07-06 15:00:00,기술지원,6,CS25,3,False
CALL000578,CUST000607,2023-11-18 17:00:00,불만,1,CS41,2,True
CALL000579,CUST003362,2024-01-01 08:00:00,기술지원,14,CS42,5,False
CALL000580,CUST002400,2023-01-11 10:00:00,요금조회,10,CS12,5,False
CALL000581,CUST000950,2024-03-03 08:00:00,신청,19,CS42,5,False
CALL000582,CUST002783,2023-03-22 13:00:00,불만,25,CS17,5,False
CALL000583,CUST002843,2023-04-24 13:00:00,불만,22,CS22,5,False
CALL000584,CUST001314,2023-08-08 10:00:00,신청,25,CS34,5,False
CALL000585,CUST003489,2023-12-22 18:00:00,기술지원,24,CS44,5,False
CALL000586,CUST003723,2024-12-03 18:00:00,신청,18,CS32,5,True
CALL000587,CUST003412,2024-08-25 12:00:00,기술지원,18,CS01,2,False
CALL000588,CUST001061,2024-03-26 18:00:00,신청,13,CS06,5,False
CALL000589,CUST001440,2024-09-24 13:00:00,요금조회,21,CS12,5,False
CALL000590,CUST001686,2023-02-02 15:00:00,홍보,9,CS01,5,False
CALL000591,CUST001507,2023-10-17 08:00:00,불만,25,CS48,5,False
CALL000592,CUST000551,2024-05-19 09:00:00,홍보,14,CS48,3,False
CALL000593,CUST003327,2024-03-29 11:00:00,신청,1,CS19,3,False
CALL000594,CUST000001,2023-05-13 15:00:00,불만,27,CS43,4,False
CALL000595,CUST004287,2024-09-01 16:00:00,신청,10,CS43,5,False
CALL000596,CUST001648,2023-02-20 13:00:00,기술지원,26,CS10,4,False
CALL000597,CUST002532,2024-12-26 17:00:00,요금조회,17,CS20,5,False
CALL000598,CUST001729,2024-11-21 13:00:00,홍보,7,CS11,4,True
CALL000599,CUST002360,2024-10-21 08:00:00,불만,22,CS43,5,False
CALL000600,CUST000737,2023-08-25 18:00:00,불만,15,CS24,4,False
CALL000601,CUST003670,2023-03-09 08:00:00,불만,7,CS14,3,False
CALL000602,CUST001577,2023-01-10 14:00:00,홍보,25,CS27,5,True
CALL000603,CUST004196,2023-10-22 18:00:00,신청,10,CS39,4,False
CALL000604,CUST001541,2024-09-28 11:00:00,불만,7,CS02,4,False
CALL000605,CUST004802,2023-11-08 08:00:00,요금조회,17,CS38,4,True
CALL000606,CUST004573,2023-07-28 17:00:00,신청,26,CS06,2,False
CALL000607,CUST004108,2023-05-02 08:00:00,불만,23,CS10,3,False
CALL000608,CUST002184,2023-10-12 13:00:00,불만,28,CS15,5,False
CALL000609,CUST001519,2023-05-10 08:00:00,요금조회,6,CS30,5,False
CALL000610,CUST000595,2023-08-08 14:00:00,신청,2,CS24,3,False
CALL000611,CUST003526,2023-02-16 16:00:00,홍보,26,CS16,4,False
CALL000612,CUST003599,2024-09-18 12:00:00,요금조회,23,CS01,1,False
CALL000613,CUST003009,2023-03-07 09:00:00,홍보,1,CS12,4,False
CALL000614,CUST002455,2024-07-09 12:00:00,불만,26,CS36,5,False
CALL000615,CUST002589,2024-10-03 17:00:00,신청,3,CS18,5,False
CALL000616,CUST004335,2023-04-07 11:00:00,요금조회,12,CS37,3,False
CALL000617,CUST003197,2024-10-31 13:00:00,불만,15,CS29,5,False
CALL000618,CUST004768,2024-09-22 17:00:00,요금조회,29,CS26,1,False
CALL000619,CUST003398,2023-06-28 16:00:00,불만,22,CS46,5,False
CALL000620,CUST000561,2024-01-03 13:00:00,요금조회,12,CS04,3,False
CALL000621,CUST002651,2023-09-07 13:00:00,요금조회,9,CS16,3,False
CALL000622,CUST002195,2024-12-03 17:00:00,불만,8,CS40,5,False
CALL000623,CUST004059,2023-12-15 10:00:00,신청,24,CS25,4,True
CALL000624,CUST001391,2023-02-16 13:00:00,기술지원,10,CS42,5,True
CALL000625,CUST002865,2024-02-02 09:00:00,신청,7,CS49,4,False
CALL000626,CUST004662,2023-02-04 08:00:00,불만,8,CS29,3,True
CALL000627,CUST004735,2024-02-22 15:00:00,요금조회,15,CS01,4,False
CALL000628,CUST003839,2024-08-06 17:00:00,불만,11,CS09,5,False
CALL000629,CUST000351,2023-01-14 18:00:00,신청,21,CS49,4,False
CALL000630,CUST002018,2023-01-20 14:00:00,홍보,17,CS19,2,False
CALL000631,CUST003047,2024-08-07 14:00:00,요금조회,19,CS16,5,False
CALL000632,CUST004443,2024-07-14 08:00:00,불만,22,CS25,4,False
CALL000633,CUST000615,2023-03-17 16:00:00,불만,2,CS21,4,False
CALL000634,CUST003409,2024-02-01 15:00:00,신청,27,CS09,3,False
CALL000635,CUST004178,2024-05-03 12:00:00,기술지원,25,CS49,4,False
CALL000636,CUST004730,2023-02-15 11:00:00,불만,4,CS45,4,False
CALL000637,CUST000604,2024-05-05 16:00:00,불만,16,CS20,4,False
CALL000638,CUST000547,2023-10-01 18:00:00,기술지원,21,CS03,3,False
CALL000639,CUST000688,2023-05-09 11:00:00,홍보,12,CS23,4,False
CALL000640,CUST004546,2024-11-09 11:00:00,기술지원,20,CS23,5,False
CALL000641,CUST001461,2024-08-06 12:00:00,불만,3,CS15,3,False
CALL000642,CUST001480,2023-11-11 17:00:00,요금조회,8,CS45,4,False
CALL000643,CUST000251,2024-12-16 13:00:00,홍보,10,CS49,4,False
CALL000644,CUST000704,2023-08-19 08:00:00,불만,26,CS28,5,False
CALL000645,CUST001765,2023-01-03 14:00:00,홍보,22,CS17,5,False
CALL000646,CUST001325,2024-05-17 15:00:00,홍보,3,CS33,2,False
CALL000647,CUST002865,2024-01-22 10:00:00,요금조회,13,CS49,4,True
CALL000648,CUST002931,2023-12-09 13:00:00,홍보,19,CS06,3,False
CALL000649,CUST001057,2023-01-09 11:00:00,신청,22,CS45,2,False
CALL000650,CUST002869,2023-06-14 18:00:00,신청,25,CS35,5,False
CALL000651,CUST002656,2023-12-23 08:00:00,홍보,12,CS29,5,False
CALL000652,CUST004615,2023-03-16 15:00:00,요금조회,3,CS24,4,False
CALL000653,CUST003745,2023-08-06 14:00:00,기술지원,21,CS50,4,False
CALL000654,CUST004886,2023-11-17 12:00:00,불만,14,CS18,4,True
CALL000655,CUST002377,2023-05-14 14:00:00,홍보,18,CS44,5,True
CALL000656,CUST004916,2023-07-08 12:00:00,신청,25,CS02,4,False
CALL000657,CUST001946,2023-04-19 15:00:00,신청,17,CS16,5,False
CALL000658,CUST004194,2024-07-04 12:00:00,요금조회,8,CS26,5,True
CALL000659,CUST002460,2023-07-08 17:00:00,불만,3,CS45,5,False
CALL000660,CUST000461,2023-03-04 18:00:00,신청,9,CS18,4,False
CALL000661,CUST001045,2023-07-11 18:00:00,홍보,28,CS33,4,False
CALL000662,CUST001358,2024-08-09 10:00:00,요금조회,21,CS35,4,False
CALL000663,CUST002550,2023-08-13 11:00:00,기술지원,25,CS10,4,False
CALL000664,CUST003559,2023-11-12 13:00:00,홍보,27,CS08,4,False
CALL000665,CUST002926,2023-04-08 09:00:00,불만,5,CS23,4,False
CALL000666,CUST003454,2023-01-16 08:00:00,홍보,3,CS46,3,True
CALL000667,CUST001034,2024-08-08 08:00:00,요금조회,17,CS37,4,False
CALL000668,CUST000288,2024-10-20 14:00:00,기술지원,7,CS29,4,True
CALL000669,CUST004039,2024-11-24 08:00:00,불만,7,CS32,5,False
CALL000670,CUST000325,2023-12-31 11:00:00,불만,16,CS16,3,False
CALL000671,CUST004561,2023-01-06 18:00:00,불만,5,CS34,5,True
