불만ID,고객ID,접수일시,카테고리,내용,상태,만족도,해결완료일
COMP000275,CUST004130,2023-03-19 00:00:00,서비스,청구서 오류가 있습니다,완료,5,2024-11-10
COMP000276,CUST001811,2024-06-03 20:00:00,안전,환불이 안 되네요,완료,4,
COMP000277,CUST004531,2023-02-01 18:00:00,기술,정기점검을 안 해줬어요,처리중,5,2024-02-09
COMP000278,CUST004340,2024-08-15 12:00:00,안전,앱 사용이 불편해요,보류,3,2024-04-16
COMP000279,CUST004379,2024-08-27 06:00:00,서비스,가스 냄새가 심합니다,완료,2,2023-10-31
COMP000280,CUST004211,2023-02-07 17:00:00,공급,계약 변경이 어려워요,완료,5,
COMP000281,CUST002144,2023-09-24 17:00:00,요금,고객센터 응답이 느려요,완료,4,2024-04-11
COMP000282,CUST000833,2024-07-06 15:00:00,안전,청구서 오류가 있습니다,처리중,1,2023-10-18
COMP000283,CUST001059,2024-10-31 04:00:00,공급,앱 사용이 불편해요,접수,2,2024-11-12
COMP000284,CUST002445,2024-01-10 12:00:00,요금,청구서 오류가 있습니다,완료,5,
COMP000285,CUST001989,2023-08-17 18:00:00,기타,계약 변경이 어려워요,완료,1,
COMP000286,CUST001129,2023-10-25 04:00:00,요금,요금이 지난달보다 많이 나왔어요,접수,3,2023-11-24
COMP000287,CUST002787,2024-04-20 16:00:00,기타,상담원 친절도가 떨어져요,처리중,5,2024-12-06
COMP000288,CUST003011,2024-06-06 02:00:00,요금,요금이 지난달보다 많이 나왔어요,보류,1,2024-12-24
COMP000289,CUST001850,2024-02-11 11:00:00,요금,요금이 지난달보다 많이 나왔어요,처리중,1,2024-10-08
COMP000290,CUST000259,2024-05-29 00:00:00,기술,가스 냄새가 심합니다,완료,2,
COMP000291,CUST003211,2024-11-09 07:00:00,요금,계약 변경이 어려워요,완료,1,2024-12-22
COMP000292,CUST003034,2024-09-20 21:00:00,공급,환불이 안 되네요,접수,2,
COMP000293,CUST001941,2023-06-19 16:00:00,공급,정기점검을 안 해줬어요,접수,3,2023-12-08
COMP000294,CUST001744,2023-05-24 14:00:00,기술,계약 변경이 어려워요,접수,4,2023-08-04
COMP000295,CUST003727,2023-06-13 05:00:00,기술,청구서 오류가 있습니다,처리중,1,
COMP000296,CUST004049,2024-08-02 18:00:00,서비스,공급이 자주 끊겨요,처리중,5,
COMP000297,CUST000232,2024-11-06 04:00:00,기술,환불이 안 되네요,완료,4,2023-02-23
COMP000298,CUST003785,2024-05-10 11:00:00,요금,가스 냄새가 심합니다,접수,4,
COMP000299,CUST000214,2023-02-11 07:00:00,요금,앱 사용이 불편해요,처리중,1,
COMP000300,CUST001612,2024-05-14 07:00:00,공급,정기점검을 안 해줬어요,완료,5,
COMP000301,CUST001152,2023-03-06 08:00:00,안전,요금이 지난달보다 많이 나왔어요,완료,3,
COMP000302,CUST003663,2024-01-14 07:00:00,기타,정기점검을 안 해줬어요,처리중,5,2024-11-06
COMP000303,CUST000060,2023-02-13 21:00:00,기타,계약 변경이 어려워요,완료,2,
COMP000304,CUST004741,2023-07-31 16:00:00,기술,계약 변경이 어려워요,접수,4,2023-01-23
COMP000305,CUST004343,2024-01-05 12:00:00,서비스,공급이 자주 끊겨요,완료,5,2023-12-12
COMP000306,CUST001353,2024-04-25 14:00:00,안전,가스 냄새가 심합니다,완료,5,2024-04-29
COMP000307,CUST003732,2023-02-17 01:00:00,기타,계약 변경이 어려워요,접수,1,
COMP000308,CUST002340,2024-10-26 10:00:00,안전,가스 냄새가 심합니다,보류,4,
COMP000309,CUST001050,2023-04-16 22:00:00,공급,고객센터 응답이 느려요,완료,2,2024-06-24
COMP000310,CUST003621,2024-06-17 20:00:00,요금,앱 사용이 불편해요,완료,2,
COMP000311,CUST002565,2023-10-08 23:00:00,기타,청구서 오류가 있습니다,완료,5,2023-07-19
COMP000312,CUST004297,2023-09-27 18:00:00,기술,정기점검을 안 해줬어요,완료,1,
COMP000313,CUST000049,2024-07-11 18:00:00,기타,요금이 지난달보다 많이 나왔어요,완료,3,2023-04-10
COMP000314,CUST003968,2023-06-28 12:00:00,공급,계약 변경이 어려워요,완료,4,2024-08-17
COMP000315,CUST000172,2024-10-31 12:00:00,안전,공급이 자주 끊겨요,처리중,4,
COMP000316,CUST004099,2024-01-10 18:00:00,요금,앱 사용이 불편해요,완료,2,2024-12-27
COMP000317,CUST004311,2024-10-31 02:00:00,요금,앱 사용이 불편해요,접수,5,2024-11-01
COMP000318,CUST000480,2024-06-13 08:00:00,서비스,정기점검을 안 해줬어요,보류,5,2023-05-21
COMP000319,CUST003706,2024-01-21 07:00:00,기타,청구서 오류가 있습니다,보류,3,2024-05-09
COMP000320,CUST004235,2024-06-12 12:00:00,기타,정기점검을 안 해줬어요,보류,4,2023-05-29
COMP000321,CUST002023,2023-12-28 11:00:00,공급,공급이 자주 끊겨요,완료,3,2023-07-20
COMP000322,CUST004514,2024-05-13 15:00:00,기술,고객센터 응답이 느려요,완료,5,
COMP000323,CUST001347,2024-09-10 00:00:00,서비스,계약 변경이 어려워요,완료,1,2024-08-12
COMP000324,CUST003794,2024-05-28 04:00:00,안전,환불이 안 되네요,완료,1,2023-06-01
COMP000325,CUST002125,2024-03-26 05:00:00,공급,공급이 자주 끊겨요,완료,2,2024-03-13
COMP000326,CUST004153,2023-08-24 02:00:00,기타,청구서 오류가 있습니다,접수,4,
COMP000327,CUST003718,2024-06-10 20:00:00,안전,정기점검을 안 해줬어요,완료,1,2023-02-27
COMP000328,CUST003229,2023-10-15 06:00:00,기타,상담원 친절도가 떨어져요,완료,1,2024-04-30
COMP000329,CUST002823,2023-06-03 05:00:00,안전,환불이 안 되네요,완료,3,2023-02-23
COMP000330,CUST003486,2023-06-11 11:00:00,안전,청구서 오류가 있습니다,접수,1,2024-06-11
COMP000331,CUST001795,2024-09-08 22:00:00,기타,앱 사용이 불편해요,보류,4,
COMP000332,CUST004723,2023-05-02 21:00:00,공급,요금이 지난달보다 많이 나왔어요,완료,3,2023-06-02
COMP000333,CUST003324,2023-08-24 13:00:00,요금,요금이 지난달보다 많이 나왔어요,보류,5,
COMP000334,CUST002069,2023-12-05 23:00:00,기타,고객센터 응답이 느려요,처리중,1,2023-02-04
COMP000335,CUST000360,2023-04-27 15:00:00,요금,앱 사용이 불편해요,처리중,2,2024-02-11
COMP000336,CUST003961,2024-11-22 15:00:00,기타,고객센터 응답이 느려요,완료,1,2024-12-05
COMP000337,CUST002551,2024-05-05 06:00:00,요금,요금이 지난달보다 많이 나왔어요,완료,2,2023-06-26
COMP000338,CUST001933,2024-08-27 05:00:00,안전,정기점검을 안 해줬어요,완료,3,
COMP000339,CUST004779,2024-10-24 13:00:00,요금,가스 냄새가 심합니다,완료,3,2024-12-09
COMP000340,CUST003581,2023-01-23 07:00:00,요금,계약 변경이 어려워요,완료,2,
COMP000341,CUST000600,2023-02-14 04:00:00,서비스,청구서 오류가 있습니다,완료,2,
COMP000342,CUST001605,2024-08-10 18:00:00,공급,상담원 친절도가 떨어져요,접수,5,2024-04-19
COMP000343,CUST000423,2023-06-14 04:00:00,요금,공급이 자주 끊겨요,완료,4,
COMP000344,CUST004888,2024-10-06 16:00:00,공급,공급이 자주 끊겨요,보류,3,
COMP000345,CUST000220,2023-02-10 18:00:00,안전,고객센터 응답이 느려요,완료,2,2024-10-30
COMP000346,CUST000879,2023-05-31 01:00:00,안전,가스 냄새가 심합니다,접수,3,2023-01-12
COMP000347,CUST000634,2023-06-20 08:00:00,기타,환불이 안 되네요,완료,1,2023-03-26
COMP000348,CUST001149,2023-07-04 16:00:00,기타,고객센터 응답이 느려요,접수,3,2024-10-18
COMP000349,CUST002835,2024-02-20 19:00:00,요금,상담원 친절도가 떨어져요,완료,2,
COMP000350,CUST003823,2024-07-31 20:00:00,요금,정기점검을 안 해줬어요,완료,2,2023-01-24
COMP000351,CUST000805,2023-01-20 23:00:00,요금,청구서 오류가 있습니다,완료,4,2024-08-09
COMP000352,CUST004479,2024-11-08 09:00:00,서비스,앱 사용이 불편해요,접수,1,2024-12-11
COMP000353,CUST003013,2023-03-29 06:00:00,기타,앱 사용이 불편해요,완료,3,
COMP000354,CUST003754,2024-04-04 19:00:00,안전,고객센터 응답이 느려요,처리중,1,
COMP000355,CUST000719,2024-04-27 15:00:00,공급,계약 변경이 어려워요,완료,2,2024-05-10
COMP000356,CUST004023,2023-06-24 07:00:00,공급,고객센터 응답이 느려요,처리중,5,
COMP000357,CUST002171,2024-02-25 19:00:00,요금,상담원 친절도가 떨어져요,완료,1,
COMP000358,CUST001565,2023-05-27 18:00:00,공급,청구서 오류가 있습니다,접수,1,2023-05-09
COMP000359,CUST004179,2023-07-06 19:00:00,안전,계약 변경이 어려워요,처리중,3,2023-03-07
COMP000360,CUST001974,2024-11-06 16:00:00,공급,가스 냄새가 심합니다,완료,1,
COMP000361,CUST003197,2023-09-28 05:00:00,기술,공급이 자주 끊겨요,접수,5,
COMP000362,CUST002266,2024-12-03 10:00:00,공급,정기점검을 안 해줬어요,완료,5,2024-02-20
COMP000363,CUST000324,2024-04-09 19:00:00,서비스,청구서 오류가 있습니다,완료,4,
COMP000364,CUST002922,2024-08-27 02:00:00,요금,고객센터 응답이 느려요,완료,4,2024-07-23
COMP000365,CUST004194,2023-08-24 12:00:00,요금,정기점검을 안 해줬어요,접수,1,
COMP000366,CUST000122,2024-01-30 04:00:00,기타,정기점검을 안 해줬어요,보류,5,
COMP000367,CUST000822,2023-04-22 00:00:00,공급,상담원 친절도가 떨어져요,완료,1,2023-03-07
COMP000368,CUST000568,2023-07-27 16:00:00,기타,가스 냄새가 심합니다,완료,4,2024-08-21
COMP000369,CUST000085,2024-05-31 21:00:00,서비스,요금이 지난달보다 많이 나왔어요,접수,4,2024-10-29
COMP000370,CUST003245,2024-03-05 04:00:00,기타,요금이 지난달보다 많이 나왔어요,완료,4,2023-08-01
COMP000371,CUST003325,2024-09-12 03:00:00,기술,환불이 안 되네요,접수,3,
COMP000372,CUST001441,2023-07-01 15:00:00,안전,상담원 친절도가 떨어져요,완료,1,
COMP000373,CUST004964,2024-09-21 19:00:00,안전,가스 냄새가 심합니다,완료,5,2024-09-05
COMP000374,CUST004243,2023-02-09 17:00:00,요금,공급이 자주 끊겨요,완료,5,
COMP000375,CUST004552,2024-05-30 03:00:00,요금,앱 사용이 불편해요,접수,4,2024-04-02
COMP000376,CUST001106,2023-04-06 15:00:00,공급,가스 냄새가 심합니다,보류,4,
COMP000377,CUST003720,2024-11-06 04:00:00,기술,계약 변경이 어려워요,보류,4,2023-05-12
COMP000378,CUST001392,2024-09-09 17:00:00,요금,고객센터 응답이 느려요,완료,1,2024-10-30
COMP000379,CUST003791,2023-01-02 21:00:00,기술,요금이 지난달보다 많이 나왔어요,접수,4,2024-07-29
COMP000380,CUST002095,2024-10-26 13:00:00,요금,정기점검을 안 해줬어요,처리중,5,2023-02-05
COMP000381,CUST003774,2024-06-18 13:00:00,공급,상담원 친절도가 떨어져요,접수,1,2023-05-08
COMP000382,CUST000006,2024-01-15 01:00:00,요금,정기점검을 안 해줬어요,처리중,2,2024-01-08
COMP000383,CUST002939,2024-12-15 16:00:00,서비스,상담원 친절도가 떨어져요,완료,5,
COMP000384,CUST004263,2024-03-15 07:00:00,서비스,계약 변경이 어려워요,처리중,4,2024-11-04
COMP000385,CUST000778,2024-05-08 12:00:00,안전,고객센터 응답이 느려요,완료,2,2023-11-04
COMP000386,CUST001091,2023-12-25 18:00:00,기타,공급이 자주 끊겨요,완료,1,2024-06-15
COMP000387,CUST003351,2024-12-14 18:00:00,기술,청구서 오류가 있습니다,처리중,2,
COMP000388,CUST000732,2023-04-11 13:00:00,안전,고객센터 응답이 느려요,완료,2,2024-06-30
COMP000389,CUST000661,2023-05-18 08:00:00,기타,상담원 친절도가 떨어져요,처리중,5,2024-08-13
COMP000390,CUST002565,2024-05-03 07:00:00,요금,공급이 자주 끊겨요,보류,5,2023-11-17
COMP000391,CUST001126,2023-03-27 09:00:00,서비스,요금이 지난달보다 많이 나왔어요,접수,3,2023-12-27
COMP000392,CUST002608,2024-09-04 17:00:00,기타,환불이 안 되네요,완료,5,
COMP000393,CUST004793,2024-02-23 08:00:00,공급,정기점검을 안 해줬어요,완료,1,2024-12-05
COMP000394,CUST000610,2023-07-13 00:00:00,기술,앱 사용이 불편해요,완료,3,2023-02-15
COMP000395,CUST002446,2024-12-27 23:00:00,요금,앱 사용이 불편해요,완료,2,2023-07-12
COMP000396,CUST000466,2023-01-08 18:00:00,기술,공급이 자주 끊겨요,처리중,5,2023-08-09
COMP000397,CUST002211,2024-06-19 03:00:00,기타,가스 냄새가 심합니다,접수,2,
COMP000398,CUST004935,2024-06-16 00:00:00,기타,가스 냄새가 심합니다,완료,5,
COMP000399,CUST004506,2024-01-20 20:00:00,안전,가스 냄새가 심합니다,처리중,5,2024-01-03
COMP000400,CUST003241,2023-07-30 22:00:00,공급,계약 변경이 어려워요,접수,4,2024-09-29
COMP000401,CUST004793,2023-11-20 13:00:00,서비스,계약 변경이 어려워요,완료,5,2024-07-17
COMP000402,CUST002652,2024-01-06 03:00:00,서비스,앱 사용이 불편해요,완료,3,2024-01-26
COMP000403,CUST004934,2023-06-08 13:00:00,공급,정기점검을 안 해줬어요,완료,1,
COMP000404,CUST003032,2024-10-29 18:00:00,요금,고객센터 응답이 느려요,완료,2,2024-04-12
COMP000405,CUST002096,2023-09-17 08:00:00,서비스,정기점검을 안 해줬어요,보류,3,2023-09-18
COMP000406,CUST004175,2024-07-02 13:00:00,안전,가스 냄새가 심합니다,완료,5,
COMP000407,CUST000905,2024-08-01 11:00:00,요금,상담원 친절도가 떨어져요,보류,3,
COMP000408,CUST000300,2024-09-18 08:00:00,안전,가스 냄새가 심합니다,접수,5,2023-07-28
COMP000409,CUST004668,2024-11-27 12:00:00,서비스,계약 변경이 어려워요,완료,2,2023-10-03
COMP000410,CUST002132,2023-07-28 13:00:00,공급,가스 냄새가 심합니다,완료,5,
COMP000411,CUST000536,2024-07-19 17:00:00,요금,정기점검을 안 해줬어요,완료,5,
COMP000412,CUST000461,2024-05-09 05:00:00,기술,고객센터 응답이 느려요,처리중,3,2024-01-17
COMP000413,CUST003191,2024-01-15 17:00:00,기타,정기점검을 안 해줬어요,처리중,2,2024-10-25
COMP000414,CUST004989,2024-07-22 15:00:00,안전,고객센터 응답이 느려요,완료,4,
COMP000415,CUST001778,2023-09-17 09:00:00,공급,요금이 지난달보다 많이 나왔어요,접수,3,
COMP000416,CUST001963,2024-08-14 11:00:00,기타,계약 변경이 어려워요,완료,1,2023-06-07
COMP000417,CUST004231,2024-12-23 12:00:00,서비스,계약 변경이 어려워요,완료,2,2024-03-20
COMP000418,CUST001961,2023-05-22 21:00:00,기타,가스 냄새가 심합니다,완료,5,2024-09-10
COMP000419,CUST000410,2023-05-02 23:00:00,서비스,상담원 친절도가 떨어져요,완료,5,2023-10-04
COMP000420,CUST003910,2023-08-24 14:00:00,공급,앱 사용이 불편해요,접수,2,2023-04-23
COMP000421,CUST000814,2024-12-17 05:00:00,안전,가스 냄새가 심합니다,완료,5,
COMP000422,CUST000406,2023-04-13 06:00:00,기술,청구서 오류가 있습니다,완료,1,2023-12-04
COMP000423,CUST000273,2024-06-04 12:00:00,서비스,상담원 친절도가 떨어져요,완료,3,
COMP000424,CUST000044,2023-12-13 17:00:00,요금,앱 사용이 불편해요,보류,1,2023-12-08
COMP000425,CUST002932,2024-09-20 22:00:00,서비스,공급이 자주 끊겨요,보류,1,
COMP000426,CUST000223,2024-12-01 22:00:00,기술,요금이 지난달보다 많이 나왔어요,접수,3,2023-08-20
COMP000427,CUST001076,2023-02-23 05:00:00,기타,앱 사용이 불편해요,처리중,3,2023-04-11
COMP000428,CUST001481,2024-02-03 20:00:00,공급,고객센터 응답이 느려요,완료,5,2023-08-16
COMP000429,CUST002866,2023-01-06 02:00:00,기타,청구서 오류가 있습니다,완료,5,2023-04-18
COMP000430,CUST000892,2023-05-29 15:00:00,기술,정기점검을 안 해줬어요,접수,2,
COMP000431,CUST001124,2024-09-06 13:00:00,기타,가스 냄새가 심합니다,처리중,1,2024-06-23
COMP000432,CUST004660,2023-04-01 02:00:00,공급,정기점검을 안 해줬어요,완료,4,
COMP000433,CUST002500,2023-09-27 07:00:00,안전,정기점검을 안 해줬어요,처리중,3,2024-05-16
COMP000434,CUST003657,2024-01-15 02:00:00,요금,상담원 친절도가 떨어져요,처리중,1,2023-12-24
COMP000435,CUST002361,2024-09-15 01:00:00,기타,계약 변경이 어려워요,완료,3,
COMP000436,CUST000899,2024-01-29 12:00:00,요금,공급이 자주 끊겨요,완료,4,
COMP000437,CUST004726,2024-09-20 20:00:00,기타,공급이 자주 끊겨요,완료,2,2024-09-14
COMP000438,CUST002842,2024-06-17 09:00:00,기타,환불이 안 되네요,접수,4,2023-02-19
COMP000439,CUST004517,2024-12-29 19:00:00,요금,요금이 지난달보다 많이 나왔어요,완료,1,2024-02-03
COMP000440,CUST003379,2023-02-28 05:00:00,서비스,요금이 지난달보다 많이 나왔어요,접수,4,2024-11-25
COMP000441,CUST004231,2024-10-17 15:00:00,요금,청구서 오류가 있습니다,완료,4,
COMP000442,CUST002047,2024-03-25 00:00:00,공급,가스 냄새가 심합니다,접수,2,2024-08-31
COMP000443,CUST001858,2023-07-26 21:00:00,요금,앱 사용이 불편해요,완료,5,
COMP000444,CUST003113,2024-06-14 09:00:00,요금,청구서 오류가 있습니다,완료,5,2024-08-29
COMP000445,CUST004363,2023-07-19 01:00:00,공급,상담원 친절도가 떨어져요,처리중,1,2023-01-10
COMP000446,CUST001438,2024-09-05 16:00:00,요금,상담원 친절도가 떨어져요,처리중,4,
COMP000447,CUST001726,2024-06-12 22:00:00,기타,요금이 지난달보다 많이 나왔어요,보류,4,
COMP000448,CUST001646,2023-08-26 19:00:00,요금,요금이 지난달보다 많이 나왔어요,처리중,4,
COMP000449,CUST003065,2023-06-23 21:00:00,기술,계약 변경이 어려워요,완료,5,2024-08-04
COMP000450,CUST002101,2023-02-06 11:00:00,공급,환불이 안 되네요,접수,2,
COMP000451,CUST001873,2023-09-02 20:00:00,기술,상담원 친절도가 떨어져요,접수,1,2024-10-16
COMP000452,CUST000028,2023-01-01 05:00:00,기술,정기점검을 안 해줬어요,완료,5,
COMP000453,CUST000479,2023-03-30 08:00:00,요금,계약 변경이 어려워요,완료,1,
COMP000454,CUST003563,2024-02-14 11:00:00,서비스,정기점검을 안 해줬어요,완료,1,2024-09-15
COMP000455,CUST001729,2024-11-16 12:00:00,요금,청구서 오류가 있습니다,완료,2,2024-04-13
COMP000456,CUST003895,2024-02-20 18:00:00,공급,고객센터 응답이 느려요,완료,3,2023-12-29
COMP000457,CUST003372,2023-07-25 16:00:00,기술,환불이 안 되네요,처리중,1,
COMP000458,CUST003277,2023-01-16 23:00:00,공급,요금이 지난달보다 많이 나왔어요,보류,4,2023-10-10
COMP000459,CUST004167,2024-12-21 02:00:00,공급,상담원 친절도가 떨어져요,완료,3,
COMP000460,CUST000399,2023-04-03 17:00:00,기술,고객센터 응답이 느려요,완료,3,2023-08-23
COMP000461,CUST000746,2023-10-19 23:00:00,서비스,계약 변경이 어려워요,완료,5,2023-03-31
