고객ID,가입일,지역,고객타입,계약기간,요금제
CUST000537,2023-06-03,세종,상업,1년,프리미엄
CUST000538,2023-09-17,강원,공공,2년,프리미엄
CUST000539,2023-06-08,강원,상업,장기,할인
CUST000540,2023-12-08,서울,상업,장기,기본
CUST000541,2023-07-29,부산,공공,2년,기본
CUST000542,2023-06-17,광주,산업,장기,프리미엄
CUST000543,2023-07-26,울산,주택,1년,프리미엄
CUST000544,2023-12-23,강원,상업,1년,프리미엄
CUST000545,2023-06-01,세종,산업,2년,기본
CUST000546,2023-10-11,경기,상업,2년,기본
CUST000547,2023-03-07,강원,주택,2년,프리미엄
CUST000548,2023-04-09,경기,상업,장기,기본
CUST000549,2023-08-04,대구,주택,장기,할인
CUST000550,2023-12-07,대구,주택,1년,프리미엄
CUST000551,2023-07-14,부산,상업,장기,프리미엄
CUST000552,2023-12-13,인천,상업,1년,할인
CUST000553,2023-03-31,울산,주택,장기,할인
CUST000554,2023-11-12,서울,산업,1년,기본
CUST000555,2023-10-19,부산,공공,2년,할인
CUST000556,2023-06-04,대전,주택,장기,프리미엄
CUST000557,2023-07-27,서울,상업,1년,기본
CUST000558,2023-10-08,광주,상업,장기,할인
CUST000559,2023-01-01,세종,산업,2년,기본
CUST000560,2023-06-05,대전,공공,1년,기본
CUST000561,2023-05-27,대전,주택,장기,기본
CUST000562,2023-04-18,부산,주택,장기,기본
CUST000563,2023-08-09,인천,공공,2년,할인
CUST000564,2023-10-24,부산,주택,2년,프리미엄
CUST000565,2023-11-07,광주,공공,1년,프리미엄
CUST000566,2023-12-02,강원,상업,장기,할인
CUST000567,2023-06-14,강원,공공,장기,프리미엄
CUST000568,2023-08-27,인천,주택,2년,기본
CUST000569,2023-08-15,광주,공공,2년,기본
CUST000570,2023-08-15,인천,산업,1년,기본
CUST000571,2023-12-12,경기,상업,장기,할인
CUST000572,2023-04-20,강원,상업,장기,기본
CUST000573,2023-09-19,대전,공공,1년,기본
CUST000574,2023-08-31,울산,주택,1년,할인
CUST000575,2023-03-28,세종,산업,2년,기본
CUST000576,2023-12-04,광주,상업,2년,기본
CUST000577,2023-02-13,서울,상업,1년,프리미엄
CUST000578,2023-05-26,인천,주택,1년,할인
CUST000579,2023-09-21,세종,주택,장기,기본
CUST000580,2023-12-06,서울,산업,1년,기본
CUST000581,2023-11-21,세종,공공,1년,기본
CUST000582,2023-11-14,울산,주택,장기,기본
CUST000583,2023-06-21,서울,공공,1년,프리미엄
CUST000584,2023-02-17,부산,산업,2년,프리미엄
CUST000585,2023-05-01,대구,공공,2년,프리미엄
CUST000586,2023-12-11,부산,상업,장기,프리미엄
CUST000587,2023-06-08,강원,공공,1년,할인
CUST000588,2023-04-26,대구,산업,2년,기본
CUST000589,2023-04-12,부산,산업,2년,프리미엄
CUST000590,2023-03-17,대구,산업,2년,기본
CUST000591,2023-01-13,대구,공공,2년,할인
CUST000592,2023-01-24,대전,상업,1년,기본
CUST000593,2023-05-06,인천,주택,1년,기본
CUST000594,2023-09-01,인천,상업,1년,프리미엄
CUST000595,2023-11-09,대전,공공,1년,프리미엄
CUST000596,2023-02-07,세종,공공,2년,할인
CUST000597,2023-08-22,경기,주택,장기,기본
CUST000598,2023-08-01,세종,공공,장기,프리미엄
CUST000599,2023-11-19,서울,산업,2년,프리미엄
CUST000600,2023-10-22,서울,산업,2년,프리미엄
CUST000601,2023-04-10,대구,산업,장기,할인
CUST000602,2023-12-23,부산,산업,장기,기본
CUST000603,2023-07-16,부산,산업,2년,프리미엄
CUST000604,2023-09-11,인천,공공,2년,기본
CUST000605,2023-07-24,광주,주택,1년,할인
CUST000606,2023-05-05,세종,주택,1년,기본
CUST000607,2023-03-17,강원,산업,장기,프리미엄
CUST000608,2023-12-02,울산,공공,2년,기본
CUST000609,2023-12-19,부산,상업,장기,기본
CUST000610,2023-01-03,울산,상업,1년,할인
CUST000611,2023-02-24,대구,공공,1년,할인
CUST000612,2023-08-06,울산,산업,장기,기본
CUST000613,2023-04-23,강원,주택,1년,기본
CUST000614,2023-04-01,대전,공공,2년,기본
CUST000615,2023-12-23,강원,상업,장기,할인
CUST000616,2023-09-23,울산,상업,2년,할인
CUST000617,2023-08-26,강원,상업,2년,기본
CUST000618,2023-01-26,경기,산업,1년,할인
CUST000619,2023-10-13,대구,상업,2년,프리미엄
CUST000620,2023-05-08,세종,공공,장기,할인
CUST000621,2023-03-04,대전,공공,2년,할인
CUST000622,2023-08-22,부산,상업,2년,할인
CUST000623,2023-03-10,서울,공공,2년,프리미엄
CUST000624,2023-08-26,세종,상업,2년,프리미엄
CUST000625,2023-12-08,서울,상업,2년,프리미엄
CUST000626,2023-09-29,대구,주택,1년,기본
CUST000627,2023-10-14,대전,산업,장기,기본
CUST000628,2023-11-01,인천,산업,1년,프리미엄
CUST000629,2023-06-12,부산,주택,장기,기본
CUST000630,2023-08-15,경기,주택,장기,기본
CUST000631,2023-11-10,인천,산업,장기,기본
CUST000632,2023-09-16,대구,상업,장기,프리미엄
CUST000633,2023-08-07,세종,상업,장기,할인
CUST000634,2023-10-08,경기,산업,2년,프리미엄
CUST000635,2023-08-17,강원,상업,1년,프리미엄
CUST000636,2023-03-23,울산,주택,1년,기본
CUST000637,2023-09-01,경기,상업,2년,기본
CUST000638,2023-08-19,대구,상업,장기,할인
CUST000639,2023-05-13,광주,공공,1년,할인
CUST000640,2023-05-07,울산,공공,2년,할인
CUST000641,2023-11-23,서울,공공,2년,할인
CUST000642,2023-05-22,부산,상업,1년,프리미엄
CUST000643,2023-09-24,서울,산업,1년,할인
CUST000644,2023-09-06,경기,주택,장기,프리미엄
CUST000645,2023-11-17,서울,상업,장기,기본
CUST000646,2023-05-03,대구,산업,1년,할인
CUST000647,2023-05-21,강원,상업,장기,기본
CUST000648,2023-08-14,세종,주택,2년,기본
CUST000649,2023-02-09,부산,상업,장기,프리미엄
CUST000650,2024-01-01,서울,주택,장기,할인
CUST000651,2023-05-27,서울,상업,2년,프리미엄
CUST000652,2023-05-01,경기,주택,장기,기본
CUST000653,2023-05-20,세종,상업,2년,할인
CUST000654,2023-06-21,인천,주택,장기,기본
CUST000655,2023-06-13,서울,공공,1년,기본
CUST000656,2023-10-04,대구,상업,장기,할인
CUST000657,2023-02-11,광주,상업,1년,할인
CUST000658,2023-03-12,부산,산업,1년,할인
CUST000659,2023-03-19,서울,산업,1년,프리미엄
CUST000660,2023-04-29,대구,주택,1년,프리미엄
CUST000661,2023-07-16,대구,상업,1년,기본
CUST000662,2023-12-22,부산,주택,2년,할인
CUST000663,2023-03-20,인천,공공,2년,기본
CUST000664,2023-12-28,대구,산업,2년,기본
CUST000665,2023-04-20,광주,주택,1년,기본
CUST000666,2023-02-02,대구,주택,장기,기본
CUST000667,2023-08-01,대구,산업,2년,기본
CUST000668,2023-07-28,대구,상업,장기,할인
CUST000669,2023-06-19,강원,주택,장기,프리미엄
CUST000670,2023-10-05,강원,산업,1년,할인
CUST000671,2023-08-27,인천,상업,1년,할인
CUST000672,2023-08-01,서울,공공,1년,할인
CUST000673,2023-02-01,대구,산업,2년,프리미엄
CUST000674,2023-04-16,세종,주택,1년,프리미엄
CUST000675,2023-08-04,서울,공공,2년,프리미엄
CUST000676,2023-07-19,인천,상업,2년,할인
CUST000677,2023-10-27,대전,상업,2년,프리미엄
CUST000678,2023-12-23,서울,산업,2년,기본
CUST000679,2023-01-11,서울,산업,1년,프리미엄
CUST000680,2023-10-22,울산,산업,2년,할인
CUST000681,2023-07-14,경기,상업,1년,할인
CUST000682,2023-09-02,울산,공공,1년,기본
CUST000683,2023-01-04,광주,상업,2년,프리미엄
CUST000684,2023-06-30,강원,주택,1년,프리미엄
CUST000685,2023-06-02,강원,상업,장기,기본
CUST000686,2023-07-19,경기,주택,1년,할인
CUST000687,2023-08-03,부산,공공,1년,할인
CUST000688,2023-10-03,부산,산업,2년,프리미엄
CUST000689,2023-10-07,인천,산업,2년,프리미엄
CUST000690,2023-11-05,경기,상업,1년,프리미엄
CUST000691,2023-04-23,서울,산업,2년,프리미엄
CUST000692,2023-09-07,부산,공공,장기,프리미엄
CUST000693,2023-04-23,대구,산업,장기,할인
CUST000694,2023-05-20,세종,상업,2년,할인
CUST000695,2023-08-12,서울,공공,1년,할인
CUST000696,2023-09-06,광주,주택,장기,할인
CUST000697,2023-01-15,대구,상업,장기,기본
CUST000698,2023-07-19,대구,주택,1년,할인
CUST000699,2023-06-22,경기,공공,2년,기본
CUST000700,2023-12-09,인천,상업,장기,할인
CUST000701,2023-12-14,광주,상업,1년,프리미엄
CUST000702,2023-07-27,부산,공공,1년,프리미엄
CUST000703,2023-03-26,경기,산업,장기,프리미엄
CUST000704,2023-08-28,부산,상업,2년,기본
CUST000705,2023-03-07,경기,상업,장기,할인
CUST000706,2023-11-15,경기,주택,1년,할인
CUST000707,2023-10-01,경기,산업,장기,기본
CUST000708,2023-01-14,인천,주택,2년,기본
CUST000709,2023-07-21,경기,주택,1년,기본
CUST000710,2023-10-31,대전,산업,2년,기본
CUST000711,2023-10-16,세종,산업,장기,기본
CUST000712,2023-12-06,부산,공공,장기,프리미엄
CUST000713,2023-01-14,서울,산업,2년,할인
CUST000714,2023-02-12,울산,상업,장기,기본
CUST000715,2023-11-26,광주,산업,2년,프리미엄
CUST000716,2023-08-08,강원,공공,장기,기본
CUST000717,2023-03-11,인천,공공,2년,프리미엄
CUST000718,2023-08-25,서울,공공,2년,기본
CUST000719,2023-04-04,대구,산업,1년,할인
CUST000720,2023-01-26,대전,산업,1년,기본
CUST000721,2023-05-14,강원,주택,2년,기본
CUST000722,2023-07-14,울산,주택,장기,할인
CUST000723,2023-06-17,서울,상업,장기,할인
CUST000724,2023-04-19,강원,주택,장기,기본
CUST000725,2023-08-21,서울,상업,2년,할인
CUST000726,2023-06-17,대전,공공,2년,할인
CUST000727,2023-06-22,울산,주택,2년,프리미엄
CUST000728,2023-07-14,대구,산업,2년,할인
CUST000729,2023-05-23,경기,주택,1년,할인
CUST000730,2023-08-04,부산,상업,2년,기본
CUST000731,2023-05-10,대구,주택,장기,기본
CUST000732,2023-02-11,경기,공공,1년,프리미엄
CUST000733,2023-08-29,인천,산업,장기,기본
CUST000734,2023-01-10,세종,상업,2년,할인
CUST000735,2023-10-04,광주,산업,1년,할인
CUST000736,2023-01-27,광주,산업,2년,할인
CUST000737,2023-06-29,부산,상업,1년,기본
CUST000738,2023-04-25,울산,산업,장기,할인
CUST000739,2023-11-29,대전,산업,2년,할인
CUST000740,2023-02-05,울산,주택,2년,프리미엄
CUST000741,2023-11-30,대전,산업,1년,프리미엄
CUST000742,2023-01-21,울산,산업,1년,프리미엄
CUST000743,2023-01-16,세종,산업,2년,기본
CUST000744,2023-05-07,인천,산업,1년,할인
CUST000745,2023-04-13,인천,상업,2년,할인
CUST000746,2023-01-11,경기,공공,1년,할인
CUST000747,2023-11-15,강원,주택,장기,프리미엄
CUST000748,2023-03-20,인천,산업,1년,할인
CUST000749,2023-05-03,인천,산업,장기,할인
CUST000750,2023-03-06,대구,상업,1년,할인
CUST000751,2023-08-31,대구,공공,1년,할인
CUST000752,2023-12-09,경기,산업,2년,할인
CUST000753,2023-02-28,강원,상업,1년,기본
CUST000754,2023-10-16,부산,주택,1년,할인
CUST000755,2023-04-22,대구,주택,장기,기본
CUST000756,2023-08-27,부산,산업,1년,할인
CUST000757,2023-12-25,서울,산업,2년,기본
CUST000758,2023-05-12,대구,공공,장기,할인
CUST000759,2023-07-08,세종,공공,2년,할인
CUST000760,2023-03-27,강원,산업,2년,할인
CUST000761,2023-11-07,경기,상업,2년,할인
CUST000762,2023-11-07,서울,공공,2년,프리미엄
CUST000763,2023-02-28,강원,산업,장기,할인
CUST000764,2023-03-25,세종,공공,1년,기본
CUST000765,2023-06-09,강원,산업,2년,프리미엄
CUST000766,2023-02-25,세종,주택,장기,프리미엄
CUST000767,2023-10-24,세종,산업,2년,할인
CUST000768,2023-01-14,부산,주택,1년,기본
CUST000769,2023-06-09,울산,공공,장기,기본
CUST000770,2023-10-22,서울,산업,장기,프리미엄
CUST000771,2023-12-13,강원,공공,1년,기본
CUST000772,2023-07-12,대전,주택,장기,할인
CUST000773,2023-07-23,서울,산업,1년,할인
CUST000774,2023-04-12,울산,공공,장기,할인
CUST000775,2023-02-08,서울,주택,장기,할인
CUST000776,2023-10-31,인천,공공,1년,할인
CUST000777,2023-12-20,대전,상업,1년,프리미엄
CUST000778,2023-11-18,울산,주택,장기,할인
CUST000779,2023-05-05,부산,주택,장기,할인
CUST000780,2023-02-22,강원,주택,1년,프리미엄
CUST000781,2023-12-23,광주,산업,1년,프리미엄
CUST000782,2023-06-04,울산,산업,장기,프리미엄
CUST000783,2023-12-17,경기,산업,장기,기본
CUST000784,2023-11-04,강원,상업,장기,기본
CUST000785,2023-03-03,울산,상업,1년,할인
CUST000786,2023-10-17,인천,주택,장기,할인
CUST000787,2023-01-22,광주,상업,2년,할인
CUST000788,2023-06-27,인천,공공,1년,기본
CUST000789,2023-09-30,광주,주택,장기,할인
CUST000790,2023-08-08,경기,주택,1년,할인
CUST000791,2023-12-05,강원,공공,2년,기본
CUST000792,2023-07-09,부산,주택,1년,프리미엄
CUST000793,2023-02-05,인천,상업,장기,기본
CUST000794,2023-09-17,인천,산업,2년,할인
CUST000795,2023-11-28,세종,공공,2년,기본
CUST000796,2023-06-24,광주,상업,장기,프리미엄
CUST000797,2023-01-07,대구,공공,장기,프리미엄
CUST000798,2023-08-04,강원,공공,장기,프리미엄
CUST000799,2023-09-08,광주,주택,1년,프리미엄
CUST000800,2023-02-24,세종,주택,1년,프리미엄
CUST000801,2023-08-10,서울,상업,1년,프리미엄
CUST000802,2023-07-05,광주,공공,장기,할인
CUST000803,2023-11-22,부산,주택,장기,할인
CUST000804,2023-08-24,강원,주택,1년,기본
CUST000805,2023-12-29,세종,공공,2년,할인
CUST000806,2023-03-20,서울,상업,1년,프리미엄
CUST000807,2023-08-11,대전,상업,2년,할인
CUST000808,2023-04-01,세종,공공,장기,기본
CUST000809,2023-09-25,대전,상업,장기,프리미엄
CUST000810,2023-11-30,강원,주택,1년,할인
CUST000811,2023-05-19,인천,공공,1년,할인
CUST000812,2023-11-12,세종,주택,장기,기본
CUST000813,2023-10-03,경기,산업,1년,프리미엄
CUST000814,2023-09-05,대전,산업,장기,기본
CUST000815,2023-08-27,부산,상업,장기,프리미엄
CUST000816,2023-08-12,경기,산업,2년,프리미엄
CUST000817,2023-10-31,울산,주택,1년,할인
CUST000818,2023-05-18,울산,산업,장기,기본
CUST000819,2023-06-15,서울,주택,1년,기본
CUST000820,2023-05-06,인천,상업,2년,기본
CUST000821,2023-02-14,강원,상업,2년,프리미엄
CUST000822,2023-05-23,세종,주택,1년,기본
CUST000823,2023-08-19,대구,산업,1년,프리미엄
CUST000824,2023-05-05,부산,상업,장기,기본
CUST000825,2023-08-26,대전,공공,2년,기본
CUST000826,2023-10-19,강원,상업,2년,할인
CUST000827,2023-11-09,경기,산업,2년,기본
CUST000828,2023-12-09,울산,공공,1년,할인
CUST000829,2023-07-14,부산,산업,장기,할인
CUST000830,2023-06-22,대구,주택,1년,프리미엄
CUST000831,2023-01-15,세종,공공,1년,기본
CUST000832,2023-09-11,서울,산업,1년,기본
CUST000833,2023-06-16,대구,공공,장기,기본
CUST000834,2023-04-04,부산,산업,1년,할인
CUST000835,2023-09-07,대구,공공,2년,기본
CUST000836,2023-04-19,부산,산업,2년,프리미엄
CUST000837,2023-07-01,부산,주택,2년,프리미엄
CUST000838,2023-05-13,광주,공공,장기,기본
CUST000839,2023-06-24,대전,공공,1년,할인
CUST000840,2023-05-24,울산,공공,장기,프리미엄
CUST000841,2023-11-02,광주,공공,1년,프리미엄
CUST000842,2023-12-26,세종,주택,2년,할인
CUST000843,2023-05-22,광주,공공,1년,프리미엄
CUST000844,2023-10-12,인천,상업,1년,할인
CUST000845,2023-01-06,인천,주택,1년,프리미엄
CUST000846,2023-09-22,울산,상업,장기,할인
CUST000847,2023-04-08,대구,공공,1년,프리미엄
CUST000848,2023-02-13,대전,산업,1년,기본
CUST000849,2023-05-04,울산,상업,1년,프리미엄
CUST000850,2023-07-28,부산,공공,장기,프리미엄
CUST000851,2023-09-08,경기,상업,장기,기본
CUST000852,2023-10-12,대전,공공,장기,기본
CUST000853,2023-05-04,대전,공공,1년,기본
CUST000854,2023-12-20,부산,공공,2년,기본
CUST000855,2023-09-01,부산,산업,2년,할인
CUST000856,2023-11-27,서울,상업,2년,할인
CUST000857,2023-12-31,울산,주택,1년,프리미엄
CUST000858,2023-09-09,부산,주택,2년,프리미엄
CUST000859,2023-08-18,인천,주택,2년,프리미엄
CUST000860,2023-01-09,세종,주택,2년,할인
CUST000861,2023-02-17,경기,공공,1년,프리미엄
CUST000862,2023-05-31,울산,상업,2년,프리미엄
CUST000863,2023-04-24,강원,상업,2년,할인
CUST000864,2023-07-27,인천,산업,1년,프리미엄
CUST000865,2023-12-21,대구,상업,장기,할인
CUST000866,2023-05-05,부산,상업,2년,할인
CUST000867,2023-06-06,강원,상업,장기,기본
CUST000868,2023-12-06,부산,산업,2년,기본
CUST000869,2023-10-25,대전,주택,1년,할인
CUST000870,2023-07-08,인천,상업,장기,할인
CUST000871,2023-08-31,대전,산업,장기,기본
CUST000872,2023-10-11,서울,산업,장기,프리미엄
CUST000873,2023-09-29,대전,공공,장기,프리미엄
CUST000874,2023-06-26,서울,산업,2년,프리미엄
CUST000875,2023-08-06,서울,주택,2년,할인
CUST000876,2023-10-09,강원,상업,장기,기본
CUST000877,2023-06-19,부산,산업,2년,프리미엄
CUST000878,2023-06-30,대구,주택,장기,기본
CUST000879,2023-12-26,대전,산업,장기,기본
CUST000880,2023-08-21,인천,산업,1년,할인
CUST000881,2023-05-19,서울,산업,장기,프리미엄
CUST000882,2023-06-06,부산,산업,2년,기본
CUST000883,2023-05-09,경기,산업,장기,할인
CUST000884,2023-04-29,울산,주택,1년,할인
CUST000885,2023-03-03,강원,상업,2년,할인
CUST000886,2023-04-09,대구,상업,1년,프리미엄
CUST000887,2023-06-11,광주,상업,1년,프리미엄
CUST000888,2023-03-03,강원,상업,장기,할인
CUST000889,2023-10-02,경기,주택,1년,프리미엄
